dataset,model,seed,split,direction,split_index,head_id,relation_id,tail_id,raw_rank,normalized_rank
mkg_w,NativE,3,dev,head,3520,7674,5,1041,2,1
mkg_w,NativE,3,dev,head,3634,5679,11,37,3,2
mkg_w,NativE,3,dev,head,3662,3310,3,7497,2,1
mkg_w,NativE,3,dev,head,3693,9948,5,1039,4,3
mkg_w,NativE,3,dev,head,3703,7553,5,3299,4,3
mkg_w,NativE,3,dev,head,3704,1774,18,1335,16,15
mkg_w,NativE,3,dev,head,3767,9174,14,4047,2,1
mkg_w,NativE,3,dev,head,3796,3029,1,1881,2,1
mkg_w,NativE,3,dev,head,3900,3177,59,1182,8,7
mkg_w,NativE,3,dev,head,4048,6455,0,44,8,7
mkg_w,NativE,3,dev,head,4068,8984,22,760,2,1
mkg_w,NativE,3,dev,head,4069,2419,18,5315,20,19
mkg_w,NativE,3,dev,head,4111,10171,8,10170,2,1
mkg_w,NativE,3,dev,head,4117,4260,18,11507,2,1
mkg_w,NativE,3,dev,head,4133,49,0,1881,2,1
mkg_w,NativE,3,dev,head,4137,12719,18,10258,2,1
mkg_w,NativE,3,dev,head,4138,10828,8,8324,2,1
mkg_w,NativE,3,dev,head,4139,448,64,1017,2,1
mkg_w,NativE,3,dev,head,4182,5287,39,762,2,1
mkg_w,NativE,3,dev,head,4191,10155,57,6151,2,1
mkg_w,NativE,3,dev,head,4253,14256,8,14255,2,1
mkg_w,NativE,3,dev,head,4273,11656,14,12396,2,1
mkg_w,NativE,3,dev,tail,8,6556,56,9068,2,1
mkg_w,NativE,3,dev,tail,33,5382,21,256,2,1
mkg_w,NativE,3,dev,tail,77,724,29,4750,3,2
mkg_w,NativE,3,dev,tail,87,10511,0,5470,3,2
mkg_w,NativE,3,dev,tail,100,3129,18,2094,3,2
mkg_w,NativE,3,dev,tail,181,13028,8,13027,2,1
mkg_w,NativE,3,dev,tail,212,9968,66,6735,3,2
mkg_w,NativE,3,dev,tail,267,6395,11,2810,2,1
mkg_w,NativE,3,dev,tail,347,4968,14,12955,2,1
mkg_w,NativE,3,dev,tail,387,9267,10,944,2,1
mkg_w,NativE,3,dev,tail,426,7878,11,2816,2,1
mkg_w,NativE,3,dev,tail,471,6222,84,4706,2,1
mkg_w,NativE,3,dev,tail,492,8744,16,811,2,1
mkg_w,NativE,3,dev,tail,522,8426,22,1687,2,1
mkg_w,NativE,3,dev,tail,628,6154,10,3790,2,1
mkg_w,NativE,3,dev,tail,643,772,56,3058,2,1
mkg_w,NativE,3,dev,tail,679,12731,5,1542,2,1
mkg_w,NativE,3,dev,tail,781,4497,8,4496,2,1
mkg_w,NativE,3,dev,tail,906,5734,21,141,2,1
mkg_w,NativE,3,dev,tail,919,8307,18,3971,2,1
mkg_w,NativE,3,dev,tail,958,8009,11,2982,2,1
mkg_w,NativE,3,dev,tail,995,2047,56,6019,2,1
mkg_w,NativE,3,dev,tail,1006,10914,5,5565,2,1
mkg_w,NativE,3,dev,tail,1030,972,77,39,2,1
mkg_w,NativE,3,dev,tail,1062,5329,7,1001,2,1
mkg_w,NativE,3,dev,tail,1115,7269,1,1041,2,1
mkg_w,NativE,3,dev,tail,1274,4274,0,11381,3,2
mkg_w,NativE,3,dev,tail,1282,13314,5,1980,2,1
mkg_w,NativE,3,dev,tail,1291,516,29,153,3,2
mkg_w,NativE,3,dev,tail,1461,1205,1,5324,2,1
mkg_w,NativE,3,dev,tail,1529,5381,8,5380,2,1
mkg_w,NativE,3,dev,tail,1532,6940,0,342,3,2
mkg_w,NativE,3,dev,tail,1541,11707,22,691,2,1
mkg_w,NativE,3,dev,tail,1549,10794,7,2716,2,1
mkg_w,NativE,3,dev,tail,1553,1022,29,1021,3,2
mkg_w,NativE,3,dev,tail,1560,4948,50,474,2,1
mkg_w,NativE,3,dev,tail,1638,152,29,295,4,3
mkg_w,NativE,3,dev,tail,1640,8194,31,2471,2,1
mkg_w,NativE,3,dev,tail,1854,4455,39,9793,3,2
mkg_w,NativE,3,dev,tail,1875,9890,16,348,2,1
mkg_w,NativE,3,dev,tail,1881,8872,79,697,2,1
mkg_w,NativE,3,dev,tail,1924,564,37,6757,2,1
mkg_w,NativE,3,dev,tail,1961,2562,0,2321,2,1
mkg_w,NativE,3,dev,tail,1993,2473,29,12813,3,2
mkg_w,NativE,3,dev,tail,2056,6815,18,1109,6,5
mkg_w,NativE,3,dev,tail,2080,7916,84,7916,2,1
mkg_w,NativE,3,dev,tail,2087,11858,16,811,2,1
mkg_w,NativE,3,dev,tail,2100,374,29,2473,3,2
mkg_w,NativE,3,dev,tail,2241,5490,8,5489,2,1
mkg_w,NativE,3,dev,tail,2272,1181,34,553,2,1
mkg_w,NativE,3,dev,tail,2291,6055,21,88,2,1
mkg_w,NativE,3,dev,tail,2299,684,11,4032,2,1
mkg_w,NativE,3,dev,tail,2402,3410,1,1638,2,1
mkg_w,NativE,3,dev,tail,2417,4102,8,5844,2,1
mkg_w,NativE,3,dev,tail,2437,7553,22,2970,2,1
mkg_w,NativE,3,dev,tail,2507,10905,22,4677,2,1
mkg_w,NativE,3,dev,tail,2524,12739,3,1780,2,1
mkg_w,NativE,3,dev,tail,2585,4107,34,141,2,1
mkg_w,NativE,3,dev,tail,2648,670,11,37,2,1
mkg_w,NativE,3,dev,tail,2672,10264,14,10263,2,1
mkg_w,NativE,3,dev,tail,2716,8597,0,986,2,1
mkg_w,NativE,3,dev,tail,2817,3466,77,1215,3,2
mkg_w,NativE,3,dev,tail,2837,13864,8,257,2,1
mkg_w,NativE,3,dev,tail,2941,11501,11,2725,2,1
mkg_w,NativE,3,dev,tail,2970,6511,3,198,4,3
mkg_w,NativE,3,dev,tail,2985,5505,18,1109,5,4
mkg_w,NativE,3,dev,tail,2986,11607,0,3668,3,2
mkg_w,NativE,3,dev,tail,3019,10770,1,2271,2,1
mkg_w,NativE,3,dev,tail,3083,168,29,524,3,2
mkg_w,NativE,3,dev,tail,3105,381,22,1638,2,1
mkg_w,NativE,3,dev,tail,3160,13942,14,13387,2,1
mkg_w,NativE,3,dev,tail,3226,9572,10,7998,3,2
mkg_w,NativE,3,dev,tail,3238,2742,64,1630,2,1
mkg_w,NativE,3,dev,tail,3245,4493,1,1615,2,1
mkg_w,NativE,3,dev,tail,3288,374,29,4686,3,2
mkg_w,NativE,3,dev,tail,3335,8865,3,98,2,1
mkg_w,NativE,3,dev,tail,3347,5967,13,5343,2,1
mkg_w,NativE,3,dev,tail,3487,3684,5,3299,2,1
mkg_w,NativE,3,dev,tail,3515,4918,22,254,2,1
mkg_w,NativE,3,dev,tail,3634,5679,11,37,2,1
mkg_w,NativE,3,dev,tail,3639,7948,40,334,3,2
mkg_w,NativE,3,dev,tail,3841,13376,8,7413,2,1
mkg_w,NativE,3,dev,tail,3900,3177,59,1182,4,3
mkg_w,NativE,3,dev,tail,3946,4337,8,13426,2,1
mkg_w,NativE,3,dev,tail,3968,5403,10,1573,2,1
mkg_w,NativE,3,dev,tail,3995,3941,0,11381,3,2
mkg_w,NativE,3,dev,tail,4059,9940,40,2471,2,1
mkg_w,NativE,3,dev,tail,4068,8984,22,760,2,1
mkg_w,NativE,3,dev,tail,4075,1967,8,1966,2,1
mkg_w,NativE,3,dev,tail,4111,10171,8,10170,2,1
mkg_w,NativE,3,dev,tail,4133,49,0,1881,2,1
mkg_w,NativE,3,dev,tail,4138,10828,8,8324,2,1
mkg_w,NativE,3,dev,tail,4182,5287,39,762,2,1
mkg_w,NativE,3,dev,tail,4218,1944,14,1943,2,1
mkg_w,NativE,3,dev,tail,4226,12684,34,6085,2,1
mkg_w,NativE,3,dev,tail,4253,14256,8,14255,2,1
mkg_w,NativE,3,dev,tail,4255,8867,64,788,2,1
mkg_w,NativE,3,dev,tail,4273,11656,14,12396,2,1
mkg_w,NativE,3,test,head,95,1181,18,1109,29,28
mkg_w,NativE,3,test,head,113,7401,14,9613,2,1
mkg_w,NativE,3,test,head,134,6078,84,10917,2,1
mkg_w,NativE,3,test,head,140,9254,26,2296,2,1
mkg_w,NativE,3,test,head,154,2987,22,1356,3,2
mkg_w,NativE,3,test,head,193,7421,37,1573,7,6
mkg_w,NativE,3,test,head,202,8954,1,205,2,1
mkg_w,NativE,3,test,head,217,6561,0,721,8,7
mkg_w,NativE,3,test,head,439,10738,8,7001,2,1
mkg_w,NativE,3,test,head,451,5796,1,1435,2,1
mkg_w,NativE,3,test,head,527,3512,5,17,2,1
mkg_w,NativE,3,test,head,543,1804,11,782,2,1
mkg_w,NativE,3,test,head,561,7542,21,88,6,5
mkg_w,NativE,3,test,head,584,5418,14,6734,2,1
mkg_w,NativE,3,test,head,710,8280,14,6348,2,1
mkg_w,NativE,3,test,head,726,12688,8,1779,7,6
mkg_w,NativE,3,test,head,747,8534,22,10878,2,1
mkg_w,NativE,3,test,head,767,11224,58,1706,2,1
mkg_w,NativE,3,test,head,779,6346,18,3381,45,44
mkg_w,NativE,3,test,head,1117,4943,8,13587,4,3
mkg_w,NativE,3,test,head,1132,4377,0,4670,3,2
mkg_w,NativE,3,test,head,1144,6552,64,1660,3,2
mkg_w,NativE,3,test,head,1264,2455,37,282,23,22
mkg_w,NativE,3,test,head,1289,2541,7,346,5,4
mkg_w,NativE,3,test,head,1297,4078,53,4346,9,8
mkg_w,NativE,3,test,head,1396,9148,18,930,7,6
mkg_w,NativE,3,test,head,1405,12555,8,12554,2,1
mkg_w,NativE,3,test,head,1414,3132,8,8933,2,1
mkg_w,NativE,3,test,head,1421,2256,16,338,2,1
mkg_w,NativE,3,test,head,1491,12031,14,12030,2,1
mkg_w,NativE,3,test,head,1493,5247,53,706,2,1
mkg_w,NativE,3,test,head,1608,7332,14,9542,2,1
mkg_w,NativE,3,test,head,1631,10055,3,3605,3,2
mkg_w,NativE,3,test,head,1642,10703,1,198,6,5
mkg_w,NativE,3,test,head,1686,7492,5,728,5,4
mkg_w,NativE,3,test,head,1810,5630,5,3982,5,4
mkg_w,NativE,3,test,head,1839,11694,16,811,2,1
mkg_w,NativE,3,test,head,1903,10646,53,4346,11,10
mkg_w,NativE,3,test,head,1945,909,0,4115,2,1
mkg_w,NativE,3,test,head,2044,3834,5,761,2,1
mkg_w,NativE,3,test,head,2163,5613,14,5612,2,1
mkg_w,NativE,3,test,head,2217,8013,53,5463,10,9
mkg_w,NativE,3,test,head,2220,19,84,88,3,2
mkg_w,NativE,3,test,head,2260,11522,3,1630,2,1
mkg_w,NativE,3,test,head,2326,1882,22,1883,2,1
mkg_w,NativE,3,test,head,2416,4629,1,2131,2,1
mkg_w,NativE,3,test,head,2438,3754,21,256,2,1
mkg_w,NativE,3,test,head,2465,12043,8,12042,2,1
mkg_w,NativE,3,test,head,2601,7998,67,1120,3,2
mkg_w,NativE,3,test,head,2654,12570,14,13643,3,2
mkg_w,NativE,3,test,head,2700,6645,29,374,3,2
mkg_w,NativE,3,test,head,2715,1996,22,1377,2,1
mkg_w,NativE,3,test,head,2789,2969,0,3296,2,1
mkg_w,NativE,3,test,head,2831,6394,1,379,2,1
mkg_w,NativE,3,test,head,2854,11615,15,76,12,11
mkg_w,NativE,3,test,head,2883,10011,1,2949,2,1
mkg_w,NativE,3,test,head,2914,1340,5,379,2,1
mkg_w,NativE,3,test,head,2927,5761,6,393,2,1
mkg_w,NativE,3,test,head,3029,11522,64,1630,13,12
mkg_w,NativE,3,test,head,3113,224,56,4067,11,10
mkg_w,NativE,3,test,head,3174,9384,22,6640,2,1
mkg_w,NativE,3,test,head,3369,2400,14,5807,2,1
mkg_w,NativE,3,test,head,3501,7995,14,3323,2,1
mkg_w,NativE,3,test,head,3564,6935,1,3479,4,3
mkg_w,NativE,3,test,head,3624,703,37,1573,7,6
mkg_w,NativE,3,test,head,3667,4647,0,1094,3,2
mkg_w,NativE,3,test,head,3692,11800,8,11799,2,1
mkg_w,NativE,3,test,head,3702,9211,14,7438,2,1
mkg_w,NativE,3,test,head,3795,3336,0,57,3,2
mkg_w,NativE,3,test,head,3803,11124,37,2546,2,1
mkg_w,NativE,3,test,head,3903,6328,5,6717,2,1
mkg_w,NativE,3,test,head,3941,9495,14,11518,2,1
mkg_w,NativE,3,test,head,3943,10570,59,1370,10,9
mkg_w,NativE,3,test,head,4108,8536,5,1939,9,8
mkg_w,NativE,3,test,head,4148,14335,14,14334,2,1
mkg_w,NativE,3,test,head,4225,5338,32,1679,2,1
mkg_w,NativE,3,test,head,4226,9109,18,5112,25,24
mkg_w,NativE,3,test,head,4253,8230,0,1486,2,1
mkg_w,NativE,3,test,tail,45,12924,8,10989,2,1
mkg_w,NativE,3,test,tail,95,1181,18,1109,5,4
mkg_w,NativE,3,test,tail,118,14014,64,961,2,1
mkg_w,NativE,3,test,tail,144,3888,10,114,2,1
mkg_w,NativE,3,test,tail,150,7266,37,1573,2,1
mkg_w,NativE,3,test,tail,190,3275,0,33,2,1
mkg_w,NativE,3,test,tail,221,11028,22,5715,2,1
mkg_w,NativE,3,test,tail,233,1935,8,4144,2,1
mkg_w,NativE,3,test,tail,298,14227,8,14226,2,1
mkg_w,NativE,3,test,tail,316,11514,22,8621,2,1
mkg_w,NativE,3,test,tail,385,7192,10,282,2,1
mkg_w,NativE,3,test,tail,410,2838,21,88,2,1
mkg_w,NativE,3,test,tail,437,6737,84,1622,2,1
mkg_w,NativE,3,test,tail,439,10738,8,7001,2,1
mkg_w,NativE,3,test,tail,568,2113,64,1660,2,1
mkg_w,NativE,3,test,tail,657,9413,49,1775,2,1
mkg_w,NativE,3,test,tail,747,8534,22,10878,2,1
mkg_w,NativE,3,test,tail,767,11224,58,1706,2,1
mkg_w,NativE,3,test,tail,887,8372,24,957,3,2
mkg_w,NativE,3,test,tail,913,7985,18,3502,12,11
mkg_w,NativE,3,test,tail,952,4826,0,3153,2,1
mkg_w,NativE,3,test,tail,1117,4943,8,13587,4,3
mkg_w,NativE,3,test,tail,1144,6552,64,1660,2,1
mkg_w,NativE,3,test,tail,1187,5518,1,5519,2,1
mkg_w,NativE,3,test,tail,1229,5314,18,626,12,11
mkg_w,NativE,3,test,tail,1264,2455,37,282,2,1
mkg_w,NativE,3,test,tail,1289,2541,7,346,2,1
mkg_w,NativE,3,test,tail,1305,4753,71,4520,2,1
mkg_w,NativE,3,test,tail,1309,3129,18,1109,7,6
mkg_w,NativE,3,test,tail,1329,4263,22,4264,3,2
mkg_w,NativE,3,test,tail,1376,2322,59,1097,2,1
mkg_w,NativE,3,test,tail,1396,9148,18,930,2,1
mkg_w,NativE,3,test,tail,1405,12555,8,12554,2,1
mkg_w,NativE,3,test,tail,1414,3132,8,8933,2,1
mkg_w,NativE,3,test,tail,1442,2077,14,12446,2,1
mkg_w,NativE,3,test,tail,1491,12031,14,12030,2,1
mkg_w,NativE,3,test,tail,1608,7332,14,9542,2,1
mkg_w,NativE,3,test,tail,1781,2234,0,2590,3,2
mkg_w,NativE,3,test,tail,1839,11694,16,811,2,1
mkg_w,NativE,3,test,tail,1903,10646,53,4346,3,2
mkg_w,NativE,3,test,tail,1945,909,0,4115,2,1
mkg_w,NativE,3,test,tail,2015,9404,13,46,2,1
mkg_w,NativE,3,test,tail,2040,6357,7,2910,3,2
mkg_w,NativE,3,test,tail,2163,5613,14,5612,2,1
mkg_w,NativE,3,test,tail,2199,5862,37,282,2,1
mkg_w,NativE,3,test,tail,2208,2369,13,463,2,1
mkg_w,NativE,3,test,tail,2217,8013,53,5463,3,2
mkg_w,NativE,3,test,tail,2233,8803,22,2476,2,1
mkg_w,NativE,3,test,tail,2326,1882,22,1883,2,1
mkg_w,NativE,3,test,tail,2373,5026,0,1162,4,3
mkg_w,NativE,3,test,tail,2408,9007,5,6312,2,1
mkg_w,NativE,3,test,tail,2542,10214,11,1299,2,1
mkg_w,NativE,3,test,tail,2574,705,53,10849,2,1
mkg_w,NativE,3,test,tail,2693,1751,22,2225,2,1
mkg_w,NativE,3,test,tail,2702,10897,5,3635,2,1
mkg_w,NativE,3,test,tail,2752,7776,21,88,2,1
mkg_w,NativE,3,test,tail,2774,9372,22,90,2,1
mkg_w,NativE,3,test,tail,2796,12849,8,13130,6,5
mkg_w,NativE,3,test,tail,2802,4609,64,4610,2,1
mkg_w,NativE,3,test,tail,2820,10056,21,88,2,1
mkg_w,NativE,3,test,tail,2873,1903,22,1687,2,1
mkg_w,NativE,3,test,tail,2883,10011,1,2949,2,1
mkg_w,NativE,3,test,tail,2914,1340,5,379,2,1
mkg_w,NativE,3,test,tail,3111,7147,23,13462,2,1
mkg_w,NativE,3,test,tail,3169,11371,8,4137,4,3
mkg_w,NativE,3,test,tail,3174,9384,22,6640,2,1
mkg_w,NativE,3,test,tail,3186,318,1,319,2,1
mkg_w,NativE,3,test,tail,3345,10100,22,1217,2,1
mkg_w,NativE,3,test,tail,3423,5283,56,4896,2,1
mkg_w,NativE,3,test,tail,3454,152,29,9438,8,7
mkg_w,NativE,3,test,tail,3461,4541,64,1017,2,1
mkg_w,NativE,3,test,tail,3501,7995,14,3323,2,1
mkg_w,NativE,3,test,tail,3557,2913,48,2912,2,1
mkg_w,NativE,3,test,tail,3564,6935,1,3479,2,1
mkg_w,NativE,3,test,tail,3624,703,37,1573,2,1
mkg_w,NativE,3,test,tail,3625,4725,18,336,2,1
mkg_w,NativE,3,test,tail,3667,4647,0,1094,2,1
mkg_w,NativE,3,test,tail,3692,11800,8,11799,2,1
mkg_w,NativE,3,test,tail,3702,9211,14,7438,2,1
mkg_w,NativE,3,test,tail,3728,436,56,10403,2,1
mkg_w,NativE,3,test,tail,3795,3336,0,57,2,1
mkg_w,NativE,3,test,tail,3803,11124,37,2546,2,1
mkg_w,NativE,3,test,tail,3814,1312,5,2533,2,1
mkg_w,NativE,3,test,tail,3825,705,93,4650,2,1
mkg_w,NativE,3,test,tail,3835,8333,7,2839,2,1
mkg_w,NativE,3,test,tail,3891,11334,16,7767,2,1
mkg_w,NativE,3,test,tail,3903,6328,5,6717,2,1
mkg_w,NativE,3,test,tail,3929,8482,29,5480,3,2
mkg_w,NativE,3,test,tail,3930,1955,1,1881,2,1
mkg_w,NativE,3,test,tail,3931,38,5,39,2,1
mkg_w,NativE,3,test,tail,3941,9495,14,11518,2,1
mkg_w,NativE,3,test,tail,3943,10570,59,1370,2,1
mkg_w,NativE,3,test,tail,3954,4031,0,685,2,1
mkg_w,NativE,3,test,tail,4062,7014,56,2430,2,1
mkg_w,NativE,3,test,tail,4110,10826,21,88,2,1
mkg_w,NativE,3,test,tail,4119,6966,8,9130,2,1
mkg_w,NativE,3,test,tail,4148,14335,14,14334,2,1
mkg_w,AdaMF-MAT,1,dev,head,61,4236,8,4235,2,1
mkg_w,AdaMF-MAT,1,dev,head,1657,500,8,499,2,1
mkg_w,AdaMF-MAT,1,dev,head,2916,4358,14,2742,2,1
mkg_w,AdaMF-MAT,1,dev,head,3766,8878,8,9365,2,1
mkg_w,AdaMF-MAT,1,dev,tail,1115,7269,1,1041,2,1
mkg_w,AdaMF-MAT,1,test,head,134,6078,84,10917,2,1
mkg_w,AdaMF-MAT,1,test,head,3057,8445,14,8444,2,1
mkg_w,AdaMF-MAT,1,test,tail,3057,8445,14,8444,2,1
mkg_w,AdaMF-MAT,1,test,tail,3501,7995,14,3323,2,1
mkg_w,AdaMF-MAT,2,dev,head,529,10696,14,1539,2,1
mkg_w,AdaMF-MAT,2,dev,head,781,4497,8,4496,2,1
mkg_w,AdaMF-MAT,2,dev,head,1428,8777,8,3401,2,1
mkg_w,AdaMF-MAT,2,dev,head,1753,2174,46,2869,2,1
mkg_w,AdaMF-MAT,2,dev,head,2415,4613,14,3619,2,1
mkg_w,AdaMF-MAT,2,dev,head,2697,14409,8,14408,2,1
mkg_w,AdaMF-MAT,2,dev,head,3520,7674,5,1041,2,1
mkg_w,AdaMF-MAT,2,dev,head,3767,9174,14,4047,2,1
mkg_w,AdaMF-MAT,2,dev,head,4253,14256,8,14255,2,1
mkg_w,AdaMF-MAT,2,dev,tail,529,10696,14,1539,2,1
mkg_w,AdaMF-MAT,2,dev,tail,1470,8844,8,9542,2,1
mkg_w,AdaMF-MAT,2,dev,tail,2263,4596,8,6798,2,1
mkg_w,AdaMF-MAT,2,dev,tail,2428,7021,8,7020,2,1
mkg_w,AdaMF-MAT,2,dev,tail,3767,9174,14,4047,2,1
mkg_w,AdaMF-MAT,2,test,head,271,11908,8,4315,2,1
mkg_w,AdaMF-MAT,2,test,head,3307,8606,14,7036,2,1
mkg_w,AdaMF-MAT,2,test,head,3676,11043,8,11655,2,1
mkg_w,AdaMF-MAT,2,test,head,4148,14335,14,14334,2,1
mkg_w,AdaMF-MAT,2,test,tail,1372,12609,14,12608,2,1
mkg_w,AdaMF-MAT,2,test,tail,1786,5818,14,12713,2,1
mkg_w,AdaMF-MAT,2,test,tail,1807,1427,14,14175,2,1
mkg_w,AdaMF-MAT,2,test,tail,2206,9674,8,8879,2,1
mkg_w,AdaMF-MAT,2,test,tail,3307,8606,14,7036,2,1
mkg_w,AdaMF-MAT,2,test,tail,3348,418,34,553,2,1
mkg_w,AdaMF-MAT,3,dev,head,831,644,14,12320,2,1
mkg_w,AdaMF-MAT,3,dev,head,1204,12675,14,12674,2,1
mkg_w,AdaMF-MAT,3,dev,head,1716,3415,8,3414,2,1
mkg_w,AdaMF-MAT,3,dev,head,2015,5001,8,5000,2,1
mkg_w,AdaMF-MAT,3,dev,head,2679,10768,8,10767,2,1
mkg_w,AdaMF-MAT,3,dev,head,3767,9174,14,4047,2,1
mkg_w,AdaMF-MAT,3,dev,head,3812,10497,8,10496,2,1
mkg_w,AdaMF-MAT,3,dev,head,3946,4337,8,13426,2,1
mkg_w,AdaMF-MAT,3,dev,tail,219,5033,8,6174,2,1
mkg_w,AdaMF-MAT,3,dev,tail,831,644,14,12320,2,1
mkg_w,AdaMF-MAT,3,dev,tail,1647,11846,14,11845,2,1
mkg_w,AdaMF-MAT,3,dev,tail,1716,3415,8,3414,2,1
mkg_w,AdaMF-MAT,3,dev,tail,2325,11612,8,11611,2,1
mkg_w,AdaMF-MAT,3,dev,tail,2672,10264,14,10263,2,1
mkg_w,AdaMF-MAT,3,dev,tail,3767,9174,14,4047,2,1
mkg_w,AdaMF-MAT,3,test,head,2134,14343,14,14342,2,1
mkg_w,AdaMF-MAT,3,test,head,3914,10500,8,10839,2,1
mkg_w,AdaMF-MAT,3,test,head,4101,12552,8,10142,2,1
mkg_w,AdaMF-MAT,3,test,tail,271,11908,8,4315,2,1
mkg_w,AdaMF-MAT,3,test,tail,2301,11264,8,11263,2,1
mkg_w,AdaMF-MAT,3,test,tail,3214,13544,14,7720,2,1
db15k,M-Hyper,1,test,head,9889,354,95,1880,86,85
db15k,M-Hyper,1,test,head,9897,2327,47,1752,2,1
db15k,NativE,1,dev,tail,716,828,0,828,2,1
db15k,NativE,1,dev,tail,6485,4078,156,2481,2,1
db15k,NativE,1,test,head,3417,5740,4,1921,2,1
db15k,NativE,1,test,head,3611,5880,33,5879,2,1
db15k,NativE,1,test,head,5413,9208,67,272,2,1
db15k,NativE,1,test,head,5580,9025,68,3429,2,1
db15k,NativE,1,test,head,6190,4378,67,1819,2,1
db15k,NativE,1,test,tail,5799,4085,0,4085,2,1
db15k,NativE,2,dev,head,2570,10498,110,694,2,1
db15k,NativE,2,dev,head,7276,8343,39,4753,2,1
db15k,NativE,2,dev,head,7699,1967,67,2543,2,1
db15k,NativE,2,dev,tail,2570,10498,110,694,2,1
db15k,NativE,2,dev,tail,5689,4842,156,4841,2,1
db15k,NativE,2,dev,tail,5861,4463,4,4464,2,1
db15k,NativE,2,dev,tail,7276,8343,39,4753,2,1
db15k,NativE,2,dev,tail,7440,5748,39,5747,2,1
db15k,NativE,2,test,head,732,10782,67,3429,2,1
db15k,NativE,2,test,head,1855,5888,4,5889,2,1
db15k,NativE,2,test,head,3610,741,20,3118,2,1
db15k,NativE,2,test,head,6812,2761,39,2754,2,1
db15k,NativE,2,test,head,7477,5671,4,574,2,1
db15k,NativE,2,test,head,9738,2900,4,2899,2,1
db15k,NativE,2,test,tail,348,2122,0,2122,2,1
db15k,NativE,2,test,tail,3458,2346,4,2347,2,1
db15k,NativE,2,test,tail,4546,8862,82,7508,2,1
db15k,NativE,2,test,tail,5701,390,39,391,2,1
db15k,NativE,2,test,tail,8090,135,21,385,2,1
db15k,NativE,2,test,tail,8109,8583,67,2392,2,1
db15k,NativE,2,test,tail,8813,6949,20,70,2,1
db15k,NativE,2,test,tail,9287,4840,156,5813,3,2
db15k,M-Hyper,3,dev,tail,1851,4719,33,136,87,86
db15k,NativE,3,dev,head,5689,4842,156,4841,2,1
db15k,NativE,3,dev,head,7699,1967,67,2543,2,1
db15k,NativE,3,test,head,4505,5811,156,5812,2,1
db15k,NativE,3,test,tail,189,11943,117,4662,2,1
db15k,NativE,3,test,tail,8109,8583,67,2392,2,1
db15k,AdaMF-MAT,1,dev,head,2222,190,0,190,2,1
db15k,AdaMF-MAT,1,test,head,5799,4085,0,4085,2,1
db15k,AdaMF-MAT,1,test,tail,1440,5034,278,12776,2,1
db15k,AdaMF-MAT,1,test,tail,7946,8596,278,12776,2,1
db15k,AdaMF-MAT,2,dev,tail,3153,7400,278,12776,4,3
db15k,AdaMF-MAT,2,dev,tail,5496,10361,278,12776,2,1
db15k,AdaMF-MAT,2,dev,tail,5847,4767,278,12776,2,1
db15k,AdaMF-MAT,2,dev,tail,6954,1440,278,12776,2,1
db15k,AdaMF-MAT,2,test,tail,379,9348,278,12776,2,1
db15k,AdaMF-MAT,2,test,tail,1945,6963,278,12776,2,1
db15k,AdaMF-MAT,2,test,tail,4253,9425,278,12776,2,1
db15k,AdaMF-MAT,2,test,tail,6842,9772,278,12776,2,1
db15k,AdaMF-MAT,2,test,tail,7200,6107,278,12776,2,1
db15k,AdaMF-MAT,2,test,tail,9708,10656,278,12776,2,1
db15k,AdaMF-MAT,3,dev,tail,7045,9788,278,12776,2,1
db15k,AdaMF-MAT,3,test,tail,1385,9461,278,12776,2,1
db15k,AdaMF-MAT,3,test,tail,5719,6941,278,12776,2,1
db15k,AdaMF-MAT,3,test,tail,6403,5840,156,2483,2,1
