pair,label,split,comparator,stratum,repetitions,left_units,right_units,retained_units,retained_observations
db15k_mhyper_native,D-N,test,Clip-g,37,151,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,38,164,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,39,859,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,40,1,212,212,212,212
db15k_mhyper_native,D-N,test,Clip-g,41,2,55,55,55,110
db15k_mhyper_native,D-N,test,Clip-g,42,3,18,18,18,54
db15k_mhyper_native,D-N,test,Clip-g,43,4,7,7,7,28
db15k_mhyper_native,D-N,test,Clip-g,44,5,2,2,2,10
db15k_mhyper_native,D-N,test,Clip-g,45,6,2,2,2,12
db15k_mhyper_native,D-N,test,Clip-g,46,7,2,2,2,14
db15k_mhyper_native,D-N,test,Clip-g,47,8,2,2,2,16
db15k_mhyper_native,D-N,test,Clip-g,48,9,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,49,10,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,50,11,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,51,12,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,52,13,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,53,14,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,54,15,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,55,16,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,56,17,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,57,18,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,58,19,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,59,20,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,60,21,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,61,22,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,62,23,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,63,24,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,64,25,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,65,26,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,66,27,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,67,28,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,68,30,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,69,31,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,70,36,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,71,38,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,72,40,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,73,47,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,74,57,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,75,63,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,76,142,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,77,151,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,78,164,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,79,859,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,80,1,1124,1124,1124,1124
db15k_mhyper_native,D-N,test,Clip-g,81,2,413,413,413,826
db15k_mhyper_native,D-N,test,Clip-g,82,3,126,126,126,378
db15k_mhyper_native,D-N,test,Clip-g,83,4,57,57,57,228
db15k_mhyper_native,D-N,test,Clip-g,84,5,22,22,22,110
db15k_mhyper_native,D-N,test,Clip-g,85,6,7,7,7,42
db15k_mhyper_native,D-N,test,Clip-g,86,7,7,7,7,49
db15k_mhyper_native,D-N,test,Clip-g,87,8,9,9,9,72
db15k_mhyper_native,D-N,test,Clip-g,88,9,2,2,2,18
db15k_mhyper_native,D-N,test,Clip-g,89,10,1,1,1,10
db15k_mhyper_native,D-N,test,Clip-g,90,11,2,2,2,22
db15k_mhyper_native,D-N,test,Clip-g,91,12,1,1,1,12
db15k_mhyper_native,D-N,test,Clip-g,92,13,1,1,1,13
db15k_mhyper_native,D-N,test,Clip-g,93,14,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,94,15,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,95,16,1,1,1,16
db15k_mhyper_native,D-N,test,Clip-g,96,17,1,1,1,17
db15k_mhyper_native,D-N,test,Clip-g,97,18,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,98,19,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,99,20,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,100,21,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,101,22,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,102,23,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,103,24,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,104,25,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,105,26,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,106,27,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,107,28,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,108,30,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,109,31,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,110,36,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,111,38,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,112,40,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,113,47,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,114,57,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,115,63,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,116,142,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,117,151,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,118,164,0,0,0,0
db15k_mhyper_native,D-N,test,Clip-g,119,859,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,0,1,573,1477,573,573
db15k_mhyper_native,D-N,test,Shrink-fixed,1,2,181,215,181,362
db15k_mhyper_native,D-N,test,Shrink-fixed,2,3,53,57,53,159
db15k_mhyper_native,D-N,test,Shrink-fixed,3,4,22,23,22,88
db15k_mhyper_native,D-N,test,Shrink-fixed,4,5,7,7,7,35
db15k_mhyper_native,D-N,test,Shrink-fixed,5,6,1,1,1,6
db15k_mhyper_native,D-N,test,Shrink-fixed,6,7,4,4,4,28
db15k_mhyper_native,D-N,test,Shrink-fixed,7,8,3,3,3,24
db15k_mhyper_native,D-N,test,Shrink-fixed,8,9,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,9,10,1,1,1,10
db15k_mhyper_native,D-N,test,Shrink-fixed,10,11,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,11,12,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,12,13,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,13,14,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,14,15,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,15,16,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,16,17,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,17,18,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,18,19,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,19,20,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,20,21,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,21,22,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,22,23,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,23,24,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,24,25,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,25,26,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,26,27,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,27,28,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,28,30,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,29,31,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,30,36,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,31,38,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,32,40,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,33,47,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,34,57,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,35,63,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,36,142,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,37,151,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,38,164,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,39,859,0,1,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,40,1,212,2146,212,212
db15k_mhyper_native,D-N,test,Shrink-fixed,41,2,55,131,55,110
db15k_mhyper_native,D-N,test,Shrink-fixed,42,3,18,27,18,54
db15k_mhyper_native,D-N,test,Shrink-fixed,43,4,7,9,7,28
db15k_mhyper_native,D-N,test,Shrink-fixed,44,5,2,2,2,10
db15k_mhyper_native,D-N,test,Shrink-fixed,45,6,2,2,2,12
db15k_mhyper_native,D-N,test,Shrink-fixed,46,7,2,2,2,14
db15k_mhyper_native,D-N,test,Shrink-fixed,47,8,2,2,2,16
db15k_mhyper_native,D-N,test,Shrink-fixed,48,9,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,49,10,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,50,11,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,51,12,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,52,13,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,53,14,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,54,15,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,55,16,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,56,17,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,57,18,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,58,19,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,59,20,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,60,21,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,61,22,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,62,23,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,63,24,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,64,25,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,65,26,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,66,27,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,67,28,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,68,30,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,69,31,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,70,36,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,71,38,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,72,40,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,73,47,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,74,57,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,75,63,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,76,142,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,77,151,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,78,164,0,1,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,79,859,0,1,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,80,1,1124,1694,1124,1124
db15k_mhyper_native,D-N,test,Shrink-fixed,81,2,413,432,413,826
db15k_mhyper_native,D-N,test,Shrink-fixed,82,3,126,130,126,378
db15k_mhyper_native,D-N,test,Shrink-fixed,83,4,57,59,57,228
db15k_mhyper_native,D-N,test,Shrink-fixed,84,5,22,22,22,110
db15k_mhyper_native,D-N,test,Shrink-fixed,85,6,7,7,7,42
db15k_mhyper_native,D-N,test,Shrink-fixed,86,7,7,7,7,49
db15k_mhyper_native,D-N,test,Shrink-fixed,87,8,9,9,9,72
db15k_mhyper_native,D-N,test,Shrink-fixed,88,9,2,2,2,18
db15k_mhyper_native,D-N,test,Shrink-fixed,89,10,1,1,1,10
db15k_mhyper_native,D-N,test,Shrink-fixed,90,11,2,2,2,22
db15k_mhyper_native,D-N,test,Shrink-fixed,91,12,1,1,1,12
db15k_mhyper_native,D-N,test,Shrink-fixed,92,13,1,1,1,13
db15k_mhyper_native,D-N,test,Shrink-fixed,93,14,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,94,15,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,95,16,1,1,1,16
db15k_mhyper_native,D-N,test,Shrink-fixed,96,17,1,1,1,17
db15k_mhyper_native,D-N,test,Shrink-fixed,97,18,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,98,19,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,99,20,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,100,21,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,101,22,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,102,23,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,103,24,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,104,25,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,105,26,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,106,27,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,107,28,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,108,30,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,109,31,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,110,36,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,111,38,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,112,40,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,113,47,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,114,57,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,115,63,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,116,142,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,117,151,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,118,164,0,0,0,0
db15k_mhyper_native,D-N,test,Shrink-fixed,119,859,0,1,0,0
db15k_mhyper_native,D-N,test,Radius-1,0,1,573,573,573,573
db15k_mhyper_native,D-N,test,Radius-1,1,2,181,181,181,362
db15k_mhyper_native,D-N,test,Radius-1,2,3,53,53,53,159
db15k_mhyper_native,D-N,test,Radius-1,3,4,22,22,22,88
db15k_mhyper_native,D-N,test,Radius-1,4,5,7,7,7,35
db15k_mhyper_native,D-N,test,Radius-1,5,6,1,1,1,6
db15k_mhyper_native,D-N,test,Radius-1,6,7,4,4,4,28
db15k_mhyper_native,D-N,test,Radius-1,7,8,3,3,3,24
db15k_mhyper_native,D-N,test,Radius-1,8,9,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,9,10,1,1,1,10
db15k_mhyper_native,D-N,test,Radius-1,10,11,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,11,12,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,12,13,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,13,14,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,14,15,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,15,16,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,16,17,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,17,18,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,18,19,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,19,20,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,20,21,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,21,22,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,22,23,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,23,24,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,24,25,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,25,26,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,26,27,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,27,28,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,28,30,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,29,31,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,30,36,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,31,38,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,32,40,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,33,47,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,34,57,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,35,63,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,36,142,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,37,151,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,38,164,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,39,859,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,40,1,212,212,212,212
db15k_mhyper_native,D-N,test,Radius-1,41,2,55,55,55,110
db15k_mhyper_native,D-N,test,Radius-1,42,3,18,18,18,54
db15k_mhyper_native,D-N,test,Radius-1,43,4,7,7,7,28
db15k_mhyper_native,D-N,test,Radius-1,44,5,2,2,2,10
db15k_mhyper_native,D-N,test,Radius-1,45,6,2,2,2,12
db15k_mhyper_native,D-N,test,Radius-1,46,7,2,2,2,14
db15k_mhyper_native,D-N,test,Radius-1,47,8,2,2,2,16
db15k_mhyper_native,D-N,test,Radius-1,48,9,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,49,10,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,50,11,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,51,12,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,52,13,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,53,14,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,54,15,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,55,16,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,56,17,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,57,18,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,58,19,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,59,20,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,60,21,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,61,22,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,62,23,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,63,24,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,64,25,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,65,26,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,66,27,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,67,28,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,68,30,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,69,31,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,70,36,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,71,38,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,72,40,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,73,47,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,74,57,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,75,63,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,76,142,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,77,151,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,78,164,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,79,859,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,80,1,1124,1124,1124,1124
db15k_mhyper_native,D-N,test,Radius-1,81,2,413,413,413,826
db15k_mhyper_native,D-N,test,Radius-1,82,3,126,126,126,378
db15k_mhyper_native,D-N,test,Radius-1,83,4,57,57,57,228
db15k_mhyper_native,D-N,test,Radius-1,84,5,22,22,22,110
db15k_mhyper_native,D-N,test,Radius-1,85,6,7,7,7,42
db15k_mhyper_native,D-N,test,Radius-1,86,7,7,7,7,49
db15k_mhyper_native,D-N,test,Radius-1,87,8,9,9,9,72
db15k_mhyper_native,D-N,test,Radius-1,88,9,2,2,2,18
db15k_mhyper_native,D-N,test,Radius-1,89,10,1,1,1,10
db15k_mhyper_native,D-N,test,Radius-1,90,11,2,2,2,22
db15k_mhyper_native,D-N,test,Radius-1,91,12,1,1,1,12
db15k_mhyper_native,D-N,test,Radius-1,92,13,1,1,1,13
db15k_mhyper_native,D-N,test,Radius-1,93,14,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,94,15,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,95,16,1,1,1,16
db15k_mhyper_native,D-N,test,Radius-1,96,17,1,1,1,17
db15k_mhyper_native,D-N,test,Radius-1,97,18,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,98,19,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,99,20,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,100,21,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,101,22,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,102,23,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,103,24,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,104,25,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,105,26,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,106,27,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,107,28,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,108,30,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,109,31,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,110,36,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,111,38,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,112,40,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,113,47,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,114,57,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,115,63,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,116,142,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,117,151,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,118,164,0,0,0,0
db15k_mhyper_native,D-N,test,Radius-1,119,859,0,0,0,0
db15k_mhyper_native,D-N,test,No-gate,0,1,573,2812,573,573
db15k_mhyper_native,D-N,test,No-gate,1,2,181,681,181,362
db15k_mhyper_native,D-N,test,No-gate,2,3,53,186,53,159
db15k_mhyper_native,D-N,test,No-gate,3,4,22,99,22,88
db15k_mhyper_native,D-N,test,No-gate,4,5,7,50,7,35
db15k_mhyper_native,D-N,test,No-gate,5,6,1,23,1,6
db15k_mhyper_native,D-N,test,No-gate,6,7,4,19,4,28
db15k_mhyper_native,D-N,test,No-gate,7,8,3,22,3,24
db15k_mhyper_native,D-N,test,No-gate,8,9,0,11,0,0
db15k_mhyper_native,D-N,test,No-gate,9,10,1,9,1,10
db15k_mhyper_native,D-N,test,No-gate,10,11,0,6,0,0
db15k_mhyper_native,D-N,test,No-gate,11,12,0,7,0,0
db15k_mhyper_native,D-N,test,No-gate,12,13,0,6,0,0
db15k_mhyper_native,D-N,test,No-gate,13,14,0,3,0,0
db15k_mhyper_native,D-N,test,No-gate,14,15,0,5,0,0
db15k_mhyper_native,D-N,test,No-gate,15,16,0,2,0,0
db15k_mhyper_native,D-N,test,No-gate,16,17,0,1,0,0
db15k_mhyper_native,D-N,test,No-gate,17,18,0,4,0,0
db15k_mhyper_native,D-N,test,No-gate,18,19,0,2,0,0
db15k_mhyper_native,D-N,test,No-gate,19,20,0,1,0,0
db15k_mhyper_native,D-N,test,No-gate,20,21,0,2,0,0
db15k_mhyper_native,D-N,test,No-gate,21,22,0,0,0,0
db15k_mhyper_native,D-N,test,No-gate,22,23,0,0,0,0
db15k_mhyper_native,D-N,test,No-gate,23,24,0,1,0,0
db15k_mhyper_native,D-N,test,No-gate,24,25,0,0,0,0
db15k_mhyper_native,D-N,test,No-gate,25,26,0,0,0,0
db15k_mhyper_native,D-N,test,No-gate,26,27,0,1,0,0
db15k_mhyper_native,D-N,test,No-gate,27,28,0,0,0,0
db15k_mhyper_native,D-N,test,No-gate,28,30,0,1,0,0
db15k_mhyper_native,D-N,test,No-gate,29,31,0,0,0,0
db15k_mhyper_native,D-N,test,No-gate,30,36,0,0,0,0
db15k_mhyper_native,D-N,test,No-gate,31,38,0,0,0,0
db15k_mhyper_native,D-N,test,No-gate,32,40,0,0,0,0
db15k_mhyper_native,D-N,test,No-gate,33,47,0,0,0,0
db15k_mhyper_native,D-N,test,No-gate,34,57,0,0,0,0
db15k_mhyper_native,D-N,test,No-gate,35,63,0,0,0,0
db15k_mhyper_native,D-N,test,No-gate,36,142,0,0,0,0
db15k_mhyper_native,D-N,test,No-gate,37,151,0,0,0,0
db15k_mhyper_native,D-N,test,No-gate,38,164,0,0,0,0
db15k_mhyper_native,D-N,test,No-gate,39,859,0,0,0,0
db15k_mhyper_native,D-N,test,No-gate,40,1,212,1913,212,212
db15k_mhyper_native,D-N,test,No-gate,41,2,55,569,55,110
db15k_mhyper_native,D-N,test,No-gate,42,3,18,163,18,54
db15k_mhyper_native,D-N,test,No-gate,43,4,7,90,7,28
db15k_mhyper_native,D-N,test,No-gate,44,5,2,47,2,10
db15k_mhyper_native,D-N,test,No-gate,45,6,2,23,2,12
db15k_mhyper_native,D-N,test,No-gate,46,7,2,16,2,14
db15k_mhyper_native,D-N,test,No-gate,47,8,2,20,2,16
db15k_mhyper_native,D-N,test,No-gate,48,9,0,10,0,0
db15k_mhyper_native,D-N,test,No-gate,49,10,0,7,0,0
db15k_mhyper_native,D-N,test,No-gate,50,11,0,4,0,0
db15k_mhyper_native,D-N,test,No-gate,51,12,0,4,0,0
db15k_mhyper_native,D-N,test,No-gate,52,13,0,4,0,0
db15k_mhyper_native,D-N,test,No-gate,53,14,0,2,0,0
db15k_mhyper_native,D-N,test,No-gate,54,15,0,4,0,0
db15k_mhyper_native,D-N,test,No-gate,55,16,0,1,0,0
db15k_mhyper_native,D-N,test,No-gate,56,17,0,1,0,0
db15k_mhyper_native,D-N,test,No-gate,57,18,0,1,0,0
db15k_mhyper_native,D-N,test,No-gate,58,19,0,2,0,0
db15k_mhyper_native,D-N,test,No-gate,59,20,0,0,0,0
db15k_mhyper_native,D-N,test,No-gate,60,21,0,0,0,0
db15k_mhyper_native,D-N,test,No-gate,61,22,0,0,0,0
db15k_mhyper_native,D-N,test,No-gate,62,23,0,0,0,0
db15k_mhyper_native,D-N,test,No-gate,63,24,0,1,0,0
db15k_mhyper_native,D-N,test,No-gate,64,25,0,0,0,0
db15k_mhyper_native,D-N,test,No-gate,65,26,0,0,0,0
db15k_mhyper_native,D-N,test,No-gate,66,27,0,1,0,0
